id,customerid,neighborhood,city,state,zipcode,status
6D30D37C-D72A-45Ff-Aede-8Ef3C599373A,41Cf15B7-Ce68-4273-B9Db-3A51F9C40585,Cidade Satélite,Boa Vista,Rr,69317460,1
8Ca11Eba-90C3-437F-A7B0-247Bc39A950C,41Cf15B7-Ce68-4273-B9Db-3A51F9C40585,Cidade Satélite,Boa Vista,Rr,69317460,1
63B231D7-0061-47D8-8602-B1Ce108D1005,41Cf2989-3A44-487D-8264-7Df85Dfd4288,Santana,São Paulo,Sp,02403010,1
Ae34D55D-87F7-42F2-A9C2-Be8D9E7838Fb,41Cf4Abc-53D2-410F-Afc4-D075Dc5Afe5C,Santana,São Paulo,Sp,00002432,1
51845Dd1-5651-4Aa0-86Ec-B47Cb26829D2,41Cfb9B0-0E65-46Cc-993F-E7Bedc6Eec9D,Parque Mandaqui,São Paulo,Sp,02415045,1
A2Ba6D08-71Bd-4Bf1-85E8-8C46D6A644E3,41D079C7-9C15-4764-B896-Fd1C6Ffd3134,Jardim America,Rio De Janeiro,Rj,21240470,1
F452B4E4-E98D-498D-B105-F5Bfbfdda108,41D0B05C-78B2-482B-877D-Df3F280Cb1Bc,Cambuci,São Paulo,Sp,01521000,1
3A235051-4F3B-4Ccd-Ba74-593660F3612A,41D0C3De-32Ab-45E8-81Ca-39B901D46Cd2,Cidade Líder,Sao Paulo,Sp,00000000,1
Bc1680Df-17E7-4Dff-999C-7698664C9981,41D0E34B-3E58-4C63-A39D-C47Da5Dafc7B,Jardim Brasil (Zona Norte),São Paulo,Sp,02223140,1
F8021Ad2-E96B-4Dc9-807B-C98B47E74523,41D101Ee-23B4-4271-Bef0-Abacb52C6A4C,Santana,São Paulo,Sp,02020000,1
39183189-6Ae4-4909-91B0-623Ef9646875,41D13459-501E-4Dc9-886C-4Df3374E7C6A,Conj. Hab. Padre Jose De Anchieta,São Paulo,Sp,03589000,1
0985A7Fe-E3Fe-47A5-9Bbf-A4B383730652,41D13F22-738B-49Ac-A9C9-Db2Bc542E133,Cidade Domitila,Sao Paulo,Sp,04387110,1
2C45E884-3560-43Fb-B842-52F7Be5563A2,41D13F22-738B-49Ac-A9C9-Db2Bc542E133,Santana,Sao Paulo,Sp,02402060,1
35B0156F-9Bcb-45D4-A57A-C494C026E4Ff,41D13F22-738B-49Ac-A9C9-Db2Bc542E133,Santo Amaro,Sao Paulo,Sp,04752005,1
670Ead8E-E467-43D5-93C5-A6E402C2Aa71,41D13F22-738B-49Ac-A9C9-Db2Bc542E133,Santana,Sao Paulo,Sp,02011000,1
Aff8Cedf-Abe8-4De5-8674-77B4887F82Ec,41D13F22-738B-49Ac-A9C9-Db2Bc542E133,Chora Menino,Sao Paulo,Sp,02462000,1
D66F4F4A-04B0-4E81-A85D-B7F7267Cc4C4,41D13F22-738B-49Ac-A9C9-Db2Bc542E133,Santana,Sao Paulo,Sp,02011000,1
Efba909D-F242-40B4-A811-339704216Ac6,41D13F22-738B-49Ac-A9C9-Db2Bc542E133,Santana,Sao Paulo,Sp,02010000,1
E19De3E1-925C-4Eb6-8732-8784E4422Bb8,41D3B694-84A6-4B4F-8E2E-Da68E2E60746,Vila Nova Mazzei,São Paulo,Sp,02313000,1
93E75914-Bf82-4157-97E9-Cafb7183E41C,41D4166B-C4De-4938-Bb39-2B96F9107256,Pintolândia,Boa Vista,Rr,69316765,1
0C2C9170-6D18-401D-80C3-C1B42Ede636F,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
1532F3Bc-Ebf7-4C7C-9Bd9-Fba749205885,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
21A98A84-C635-40Ea-851A-E95Cd8Aae423,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
40C84235-376C-4E6E-9Adb-C7E142697D8C,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
43827061-5622-4De0-9E2F-00Be8Fb89710,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
46Bc803A-0853-4398-B0C1-737596Cc4B4C,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
4C3Ea968-37Dd-4368-B57E-6593Ab8Cd97C,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
644Bff77-C11B-4279-9452-263F312D3Ad2,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
665F2881-A950-428F-8C64-11Fa34488E18,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
6Ab80Eeb-Ad5B-433A-A38C-8D0B5D97950C,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
752128E0-5Dfb-45Ba-9D5C-Fac534244E6D,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
